l5x_path,acd_path,status,message
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\basic_aoi_def_only.L5X,C:\l5x_scratch\acd\basic_aoi_def_only.ACD,FAILED,[2026-08-20T21:05:16][INFO][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\basic_aoi_def_only.L5X] Open project started [2026-08-20T21:05:58][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\basic_aoi_def_only.L5X] Open project threw OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was cancelled due to errors. No changes were made to the open project. See error log. C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\basic_aoi_def_only.L5X [2026-08-20T21:05:58][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\basic_aoi_def_only.L5X] Failed to open project. Unhandled exception: RockwellAutomation.LogixDesigner.OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was cancelled due to errors. No changes were made to the open project. See error log. (C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\basic_aoi_def_only.L5X)    at RockwellAutomation.LogixDesigner.LogixProject.HandleServerCallAsync[T](String funcName; Func`1 funcAsync; Boolean logErrors)    at RockwellAutomation.LogixDesigner.LogixProject.Open(CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.<>c__DisplayClass28_0.<<OpenLogixProjectAsync>g__funcToOpenProject|0>d.MoveNext() --- End of stack trace from previous location ---    at RockwellAutomation.LogixDesigner.LogixProject.InstantiateClassAndOpenProjectAsync(String projectFilePath; Func`2 funcToOpenProject; IEnumerable`1 handlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IEnumerable`1 operationEventHandlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IOperationEvent operationEventHandler; CancellationToken cancellationToken)    at L5xCommands.LogixProjectConverter.ConvertAsync(String sourceFilePath; String destinationFilePath; IOperationEvent logger; Boolean overwrite) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\LogixProjectConverter.cs:line 10    at L5xCommands.Commands.L5x2Acd.Execute(String acdPath; String l5xPath) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\Commands\L5x2Acd.cs:line 38    at System.CommandLine.Command.<>c__DisplayClass33_0.<<SetAction>b__0>d.MoveNext() --- End of stack trace from previous location ---    at System.CommandLine.Invocation.InvocationPipeline.InvokeAsync(ParseResult parseResult; CancellationToken cancellationToken)
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\nested_aoi_1_instance.L5X,C:\l5x_scratch\acd\nested_aoi_1_instance.ACD,FAILED,[2026-08-20T21:05:58][INFO][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\nested_aoi_1_instance.L5X] Open project started [2026-08-20T21:06:37][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\nested_aoi_1_instance.L5X] Open project threw OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was cancelled due to errors. No changes were made to the open project. See error log. C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\nested_aoi_1_instance.L5X [2026-08-20T21:06:37][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\nested_aoi_1_instance.L5X] Failed to open project. Unhandled exception: RockwellAutomation.LogixDesigner.OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was cancelled due to errors. No changes were made to the open project. See error log. (C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\nested_aoi_1_instance.L5X)    at RockwellAutomation.LogixDesigner.LogixProject.HandleServerCallAsync[T](String funcName; Func`1 funcAsync; Boolean logErrors)    at RockwellAutomation.LogixDesigner.LogixProject.Open(CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.<>c__DisplayClass28_0.<<OpenLogixProjectAsync>g__funcToOpenProject|0>d.MoveNext() --- End of stack trace from previous location ---    at RockwellAutomation.LogixDesigner.LogixProject.InstantiateClassAndOpenProjectAsync(String projectFilePath; Func`2 funcToOpenProject; IEnumerable`1 handlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IEnumerable`1 operationEventHandlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IOperationEvent operationEventHandler; CancellationToken cancellationToken)    at L5xCommands.LogixProjectConverter.ConvertAsync(String sourceFilePath; String destinationFilePath; IOperationEvent logger; Boolean overwrite) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\LogixProjectConverter.cs:line 10    at L5xCommands.Commands.L5x2Acd.Execute(String acdPath; String l5xPath) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\Commands\L5x2Acd.cs:line 38    at System.CommandLine.Command.<>c__DisplayClass33_0.<<SetAction>b__0>d.MoveNext() --- End of stack trace from previous location ---    at System.CommandLine.Invocation.InvocationPipeline.InvokeAsync(ParseResult parseResult; CancellationToken cancellationToken)
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\nested_aoi_def_only.L5X,C:\l5x_scratch\acd\nested_aoi_def_only.ACD,FAILED,[2026-08-20T21:06:38][INFO][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\nested_aoi_def_only.L5X] Open project started [2026-08-20T21:07:20][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\nested_aoi_def_only.L5X] Open project threw OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was cancelled due to errors. No changes were made to the open project. See error log. C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\nested_aoi_def_only.L5X [2026-08-20T21:07:20][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\nested_aoi_def_only.L5X] Failed to open project. Unhandled exception: RockwellAutomation.LogixDesigner.OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was cancelled due to errors. No changes were made to the open project. See error log. (C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\nested_aoi_def_only.L5X)    at RockwellAutomation.LogixDesigner.LogixProject.HandleServerCallAsync[T](String funcName; Func`1 funcAsync; Boolean logErrors)    at RockwellAutomation.LogixDesigner.LogixProject.Open(CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.<>c__DisplayClass28_0.<<OpenLogixProjectAsync>g__funcToOpenProject|0>d.MoveNext() --- End of stack trace from previous location ---    at RockwellAutomation.LogixDesigner.LogixProject.InstantiateClassAndOpenProjectAsync(String projectFilePath; Func`2 funcToOpenProject; IEnumerable`1 handlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IEnumerable`1 operationEventHandlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IOperationEvent operationEventHandler; CancellationToken cancellationToken)    at L5xCommands.LogixProjectConverter.ConvertAsync(String sourceFilePath; String destinationFilePath; IOperationEvent logger; Boolean overwrite) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\LogixProjectConverter.cs:line 10    at L5xCommands.Commands.L5x2Acd.Execute(String acdPath; String l5xPath) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\Commands\L5x2Acd.cs:line 38    at System.CommandLine.Command.<>c__DisplayClass33_0.<<SetAction>b__0>d.MoveNext() --- End of stack trace from previous location ---    at System.CommandLine.Invocation.InvocationPipeline.InvokeAsync(ParseResult parseResult; CancellationToken cancellationToken)
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\axis\axis_baseline_motiongroup_only.L5X,C:\l5x_scratch\acd\axis_baseline_motiongroup_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\axis\axis_cip_drive_only.L5X,C:\l5x_scratch\acd\axis_cip_drive_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\axis\axis_coordinate_system_only.L5X,C:\l5x_scratch\acd\axis_coordinate_system_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\axis\axis_servo_only.L5X,C:\l5x_scratch\acd\axis_servo_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\axis\axis_virtual_only.L5X,C:\l5x_scratch\acd\axis_virtual_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X,C:\l5x_scratch\acd\sample_0000_minimal_baseline.ACD,FAILED,[2026-08-20T21:11:09][INFO][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X] Open project started [2026-08-20T21:12:10][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X] Open project threw OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was aborted due to errors. No changes were made to the open project. See error log. C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X [2026-08-20T21:12:10][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X] Failed to open project. Unhandled exception: RockwellAutomation.LogixDesigner.OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was aborted due to errors. No changes were made to the open project. See error log. (C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X)    at RockwellAutomation.LogixDesigner.LogixProject.HandleServerCallAsync[T](String funcName; Func`1 funcAsync; Boolean logErrors)    at RockwellAutomation.LogixDesigner.LogixProject.Open(CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.<>c__DisplayClass28_0.<<OpenLogixProjectAsync>g__funcToOpenProject|0>d.MoveNext() --- End of stack trace from previous location ---    at RockwellAutomation.LogixDesigner.LogixProject.InstantiateClassAndOpenProjectAsync(String projectFilePath; Func`2 funcToOpenProject; IEnumerable`1 handlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IEnumerable`1 operationEventHandlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IOperationEvent operationEventHandler; CancellationToken cancellationToken)    at L5xCommands.LogixProjectConverter.ConvertAsync(String sourceFilePath; String destinationFilePath; IOperationEvent logger; Boolean overwrite) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\LogixProjectConverter.cs:line 10    at L5xCommands.Commands.L5x2Acd.Execute(String acdPath; String l5xPath) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\Commands\L5x2Acd.cs:line 38    at System.CommandLine.Command.<>c__DisplayClass33_0.<<SetAction>b__0>d.MoveNext() --- End of stack trace from previous location ---    at System.CommandLine.Invocation.InvocationPipeline.InvokeAsync(ParseResult parseResult; CancellationToken cancellationToken)
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\mixed\large_mixed_1000tags_arrays.L5X,C:\l5x_scratch\acd\large_mixed_1000tags_arrays.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\mixed\large_mixed_100tags.L5X,C:\l5x_scratch\acd\large_mixed_100tags.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\mixed\large_mixed_1100tags.L5X,C:\l5x_scratch\acd\large_mixed_1100tags.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\tags\customstring_len0010.L5X,C:\l5x_scratch\acd\customstring_len0010.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\tags\customstring_len0082.L5X,C:\l5x_scratch\acd\customstring_len0082.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\tags\customstring_len0100.L5X,C:\l5x_scratch\acd\customstring_len0100.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\tags\customstring_len0250.L5X,C:\l5x_scratch\acd\customstring_len0250.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\tags\customstring_len0500.L5X,C:\l5x_scratch\acd\customstring_len0500.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\tags\customstring_len1000.L5X,C:\l5x_scratch\acd\customstring_len1000.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\tags\customstring_len2000.L5X,C:\l5x_scratch\acd\customstring_len2000.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\array_of_nested_udt_100.L5X,C:\l5x_scratch\acd\array_of_nested_udt_100.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\nested_udt_array_member.L5X,C:\l5x_scratch\acd\nested_udt_array_member.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\nested_udt_scalar.L5X,C:\l5x_scratch\acd\nested_udt_scalar.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\aoi_boolpack_consecutive20_1_instance.L5X,C:\l5x_scratch\acd\aoi_boolpack_consecutive20_1_instance.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\aoi_boolpack_consecutive20_def_only.L5X,C:\l5x_scratch\acd\aoi_boolpack_consecutive20_def_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\aoi_boolpack_interspersed20_1_instance.L5X,C:\l5x_scratch\acd\aoi_boolpack_interspersed20_1_instance.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\aoi_boolpack_interspersed20_def_only.L5X,C:\l5x_scratch\acd\aoi_boolpack_interspersed20_def_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\aoi_deepnest3_1_instance.L5X,C:\l5x_scratch\acd\aoi_deepnest3_1_instance.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\aoi_deepnest3_def_only.L5X,C:\l5x_scratch\acd\aoi_deepnest3_def_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\aoi_inout_dint_1_instance.L5X,C:\l5x_scratch\acd\aoi_inout_dint_1_instance.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\aoi_inout_dint_def_only.L5X,C:\l5x_scratch\acd\aoi_inout_dint_def_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\aoi_inout_string_1_instance.L5X,C:\l5x_scratch\acd\aoi_inout_string_1_instance.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\aoi_inout_string_def_only.L5X,C:\l5x_scratch\acd\aoi_inout_string_def_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\aoi_nested_array_localtag_1_instance.L5X,C:\l5x_scratch\acd\aoi_nested_array_localtag_1_instance.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\aoi_nested_array_localtag_def_only.L5X,C:\l5x_scratch\acd\aoi_nested_array_localtag_def_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\aoi_realistic_composite_10_instance_array.L5X,C:\l5x_scratch\acd\aoi_realistic_composite_10_instance_array.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\aoi_realistic_composite_1_instance.L5X,C:\l5x_scratch\acd\aoi_realistic_composite_1_instance.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\aoi_realistic_composite_def_only.L5X,C:\l5x_scratch\acd\aoi_realistic_composite_def_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\basic_aoi_10_instance_array.L5X,C:\l5x_scratch\acd\basic_aoi_10_instance_array.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\basic_aoi_1_instance.L5X,C:\l5x_scratch\acd\basic_aoi_1_instance.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\basic_aoi_def_only.L5X,C:\l5x_scratch\acd\basic_aoi_def_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\localcount_n01_def_only.L5X,C:\l5x_scratch\acd\localcount_n01_def_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\localcount_n02_def_only.L5X,C:\l5x_scratch\acd\localcount_n02_def_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\localcount_n04_def_only.L5X,C:\l5x_scratch\acd\localcount_n04_def_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\localcount_n08_def_only.L5X,C:\l5x_scratch\acd\localcount_n08_def_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\localcount_n16_def_only.L5X,C:\l5x_scratch\acd\localcount_n16_def_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\localcount_n32_def_only.L5X,C:\l5x_scratch\acd\localcount_n32_def_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\nested_aoi_1_instance.L5X,C:\l5x_scratch\acd\nested_aoi_1_instance.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\nested_aoi_def_only.L5X,C:\l5x_scratch\acd\nested_aoi_def_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\paramcount_n01_def_only.L5X,C:\l5x_scratch\acd\paramcount_n01_def_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\paramcount_n02_def_only.L5X,C:\l5x_scratch\acd\paramcount_n02_def_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\paramcount_n04_def_only.L5X,C:\l5x_scratch\acd\paramcount_n04_def_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\paramcount_n08_def_only.L5X,C:\l5x_scratch\acd\paramcount_n08_def_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\paramcount_n16_def_only.L5X,C:\l5x_scratch\acd\paramcount_n16_def_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\paramcount_n32_def_only.L5X,C:\l5x_scratch\acd\paramcount_n32_def_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\paramtype_bool_n4_def_only.L5X,C:\l5x_scratch\acd\paramtype_bool_n4_def_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\paramtype_dint_n4_def_only.L5X,C:\l5x_scratch\acd\paramtype_dint_n4_def_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\paramtype_int_n4_def_only.L5X,C:\l5x_scratch\acd\paramtype_int_n4_def_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\paramtype_lint_n4_def_only.L5X,C:\l5x_scratch\acd\paramtype_lint_n4_def_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\paramtype_real_n4_def_only.L5X,C:\l5x_scratch\acd\paramtype_real_n4_def_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\aoi\paramtype_sint_n4_def_only.L5X,C:\l5x_scratch\acd\paramtype_sint_n4_def_only.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X,C:\l5x_scratch\acd\sample_0000_minimal_baseline.ACD,FAILED,[2026-08-20T22:13:48][INFO][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X] Open project started [2026-08-20T22:14:28][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X] Open project threw OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was aborted due to errors. No changes were made to the open project. See error log. C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X [2026-08-20T22:14:28][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X] Failed to open project. Unhandled exception: RockwellAutomation.LogixDesigner.OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was aborted due to errors. No changes were made to the open project. See error log. (C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X)    at RockwellAutomation.LogixDesigner.LogixProject.HandleServerCallAsync[T](String funcName; Func`1 funcAsync; Boolean logErrors)    at RockwellAutomation.LogixDesigner.LogixProject.Open(CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.<>c__DisplayClass28_0.<<OpenLogixProjectAsync>g__funcToOpenProject|0>d.MoveNext() --- End of stack trace from previous location ---    at RockwellAutomation.LogixDesigner.LogixProject.InstantiateClassAndOpenProjectAsync(String projectFilePath; Func`2 funcToOpenProject; IEnumerable`1 handlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IEnumerable`1 operationEventHandlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IOperationEvent operationEventHandler; CancellationToken cancellationToken)    at L5xCommands.LogixProjectConverter.ConvertAsync(String sourceFilePath; String destinationFilePath; IOperationEvent logger; Boolean overwrite) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\LogixProjectConverter.cs:line 10    at L5xCommands.Commands.L5x2Acd.Execute(String acdPath; String l5xPath) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\Commands\L5x2Acd.cs:line 38    at System.CommandLine.Command.<>c__DisplayClass33_0.<<SetAction>b__0>d.MoveNext() --- End of stack trace from previous location ---    at System.CommandLine.Invocation.InvocationPipeline.InvokeAsync(ParseResult parseResult; CancellationToken cancellationToken)
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\logic\instr_abs_n00010.L5X,C:\l5x_scratch\acd\instr_abs_n00010.ACD,ok,
