sample_id,description,category,l5x_path,predicted_bytes,actual_bytes,delta,delta_pct,controller_model,firmware_rev,date_tested,notes,error_count,warning_count,message_value,window_title
instr_mov_n00100,"100 rungs of MOV alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_mov_n00100.L5X,13235,26544,13309,100.56,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrMOV in instr_mov_n00100.ACD [1756-L81E 35.11]*
instr_mov_n01000,"1000 rungs of MOV alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_mov_n01000.L5X,45635,58944,13309,29.16,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrMOV in instr_mov_n01000.ACD [1756-L81E 35.11]*
instr_mov_n05000,"5000 rungs of MOV alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_mov_n05000.L5X,189635,202944,13309,7.02,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrMOV in instr_mov_n05000.ACD [1756-L81E 35.11]*
instr_mul_n00010,"10 rungs of MUL alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_mul_n00010.L5X,10195,23504,13309,130.54,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrMUL in instr_mul_n00010.ACD [1756-L81E 35.11]*
instr_mul_n00050,"50 rungs of MUL alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_mul_n00050.L5X,12435,25744,13309,107.03,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrMUL in instr_mul_n00050.ACD [1756-L81E 35.11]*
instr_mul_n00100,"100 rungs of MUL alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_mul_n00100.L5X,15235,28544,13309,87.36,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrMUL in instr_mul_n00100.ACD [1756-L81E 35.11]*
instr_mul_n01000,"1000 rungs of MUL alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_mul_n01000.L5X,65635,78944,13309,20.28,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrMUL in instr_mul_n01000.ACD [1756-L81E 35.11]*
instr_mul_n05000,"5000 rungs of MUL alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_mul_n05000.L5X,289635,302944,13309,4.6,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrMUL in instr_mul_n05000.ACD [1756-L81E 35.11]*
instr_mvm_n00010,"10 rungs of MVM alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_mvm_n00010.L5X,10195,23504,13309,130.54,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrMVM in instr_mvm_n00010.ACD [1756-L81E 35.11]*
instr_mvm_n00050,"50 rungs of MVM alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_mvm_n00050.L5X,12435,25744,13309,107.03,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrMVM in instr_mvm_n00050.ACD [1756-L81E 35.11]*
instr_mvm_n00100,"100 rungs of MVM alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_mvm_n00100.L5X,15235,28544,13309,87.36,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrMVM in instr_mvm_n00100.ACD [1756-L81E 35.11]*
instr_mvm_n01000,"1000 rungs of MVM alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_mvm_n01000.L5X,65635,78944,13309,20.28,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrMVM in instr_mvm_n01000.ACD [1756-L81E 35.11]*
instr_mvm_n05000,"5000 rungs of MVM alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_mvm_n05000.L5X,289635,302944,13309,4.6,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrMVM in instr_mvm_n05000.ACD [1756-L81E 35.11]*
instr_neq_n00010,"10 rungs of NEQ alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_neq_n00010.L5X,9995,23304,13309,133.16,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrNEQ in instr_neq_n00010.ACD [1756-L81E 35.11]*
instr_neq_n00050,"50 rungs of NEQ alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_neq_n00050.L5X,11435,24744,13309,116.39,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrNEQ in instr_neq_n00050.ACD [1756-L81E 35.11]*
instr_neq_n00100,"100 rungs of NEQ alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_neq_n00100.L5X,13235,26544,13309,100.56,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrNEQ in instr_neq_n00100.ACD [1756-L81E 35.11]*
instr_neq_n01000,"1000 rungs of NEQ alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_neq_n01000.L5X,45635,58944,13309,29.16,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrNEQ in instr_neq_n01000.ACD [1756-L81E 35.11]*
instr_neq_n05000,"5000 rungs of NEQ alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_neq_n05000.L5X,189635,202944,13309,7.02,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrNEQ in instr_neq_n05000.ACD [1756-L81E 35.11]*
instr_nop_n00010,"10 rungs of NOP alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_nop_n00010.L5X,9795,23104,13309,135.88,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrNOP in instr_nop_n00010.ACD [1756-L81E 35.11]*
instr_nop_n00050,"50 rungs of NOP alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_nop_n00050.L5X,10435,23744,13309,127.54,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrNOP in instr_nop_n00050.ACD [1756-L81E 35.11]*
instr_nop_n00100,"100 rungs of NOP alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_nop_n00100.L5X,11235,24544,13309,118.46,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrNOP in instr_nop_n00100.ACD [1756-L81E 35.11]*
instr_nop_n01000,"1000 rungs of NOP alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_nop_n01000.L5X,25635,38944,13309,51.92,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrNOP in instr_nop_n01000.ACD [1756-L81E 35.11]*
instr_nop_n05000,"5000 rungs of NOP alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_nop_n05000.L5X,89635,102944,13309,14.85,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrNOP in instr_nop_n05000.ACD [1756-L81E 35.11]*
instr_ons_n00010,"10 rungs of ONS alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_ons_n00010.L5X,10195,23504,13309,130.54,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrONS in instr_ons_n00010.ACD [1756-L81E 35.11]*
instr_ons_n00050,"50 rungs of ONS alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_ons_n00050.L5X,12435,25744,13309,107.03,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrONS in instr_ons_n00050.ACD [1756-L81E 35.11]*
instr_ons_n00100,"100 rungs of ONS alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_ons_n00100.L5X,15235,28544,13309,87.36,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrONS in instr_ons_n00100.ACD [1756-L81E 35.11]*
instr_ons_n01000,"1000 rungs of ONS alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_ons_n01000.L5X,65635,78944,13309,20.28,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrONS in instr_ons_n01000.ACD [1756-L81E 35.11]*
instr_ons_n05000,"5000 rungs of ONS alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_ons_n05000.L5X,289635,302944,13309,4.6,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrONS in instr_ons_n05000.ACD [1756-L81E 35.11]*
instr_ote_n00010,"10 rungs of OTE alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_ote_n00010.L5X,9795,23104,13309,135.88,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrOTE in instr_ote_n00010.ACD [1756-L81E 35.11]*
instr_ote_n00050,"50 rungs of OTE alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_ote_n00050.L5X,10435,23744,13309,127.54,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrOTE in instr_ote_n00050.ACD [1756-L81E 35.11]*
instr_ote_n00100,"100 rungs of OTE alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_ote_n00100.L5X,11235,24544,13309,118.46,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrOTE in instr_ote_n00100.ACD [1756-L81E 35.11]*
instr_ote_n01000,"1000 rungs of OTE alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_ote_n01000.L5X,25635,38944,13309,51.92,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrOTE in instr_ote_n01000.ACD [1756-L81E 35.11]*
instr_ote_n05000,"5000 rungs of OTE alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_ote_n05000.L5X,89635,102944,13309,14.85,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrOTE in instr_ote_n05000.ACD [1756-L81E 35.11]*
instr_otl_n00010,"10 rungs of OTL alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_otl_n00010.L5X,9795,23104,13309,135.88,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrOTL in instr_otl_n00010.ACD [1756-L81E 35.11]*
instr_otl_n00050,"50 rungs of OTL alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_otl_n00050.L5X,10435,23744,13309,127.54,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrOTL in instr_otl_n00050.ACD [1756-L81E 35.11]*
instr_otl_n00100,"100 rungs of OTL alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_otl_n00100.L5X,11235,24544,13309,118.46,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrOTL in instr_otl_n00100.ACD [1756-L81E 35.11]*
instr_otl_n01000,"1000 rungs of OTL alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_otl_n01000.L5X,25635,38944,13309,51.92,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrOTL in instr_otl_n01000.ACD [1756-L81E 35.11]*
instr_otl_n05000,"5000 rungs of OTL alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_otl_n05000.L5X,89635,102944,13309,14.85,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrOTL in instr_otl_n05000.ACD [1756-L81E 35.11]*
instr_otu_n00010,"10 rungs of OTU alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_otu_n00010.L5X,9795,23104,13309,135.88,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrOTU in instr_otu_n00010.ACD [1756-L81E 35.11]*
instr_otu_n00050,"50 rungs of OTU alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_otu_n00050.L5X,10435,23744,13309,127.54,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrOTU in instr_otu_n00050.ACD [1756-L81E 35.11]*
instr_otu_n00100,"100 rungs of OTU alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_otu_n00100.L5X,11235,24544,13309,118.46,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrOTU in instr_otu_n00100.ACD [1756-L81E 35.11]*
instr_otu_n01000,"1000 rungs of OTU alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_otu_n01000.L5X,25635,38944,13309,51.92,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrOTU in instr_otu_n01000.ACD [1756-L81E 35.11]*
instr_otu_n05000,"5000 rungs of OTU alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_otu_n05000.L5X,89635,102944,13309,14.85,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrOTU in instr_otu_n05000.ACD [1756-L81E 35.11]*
instr_res_n00010,"10 rungs of RES alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_res_n00010.L5X,9835,23144,13309,135.32,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrRES in instr_res_n00010.ACD [1756-L81E 35.11]*
instr_res_n00050,"50 rungs of RES alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_res_n00050.L5X,10635,23944,13309,125.14,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrRES in instr_res_n00050.ACD [1756-L81E 35.11]*
instr_res_n00100,"100 rungs of RES alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_res_n00100.L5X,11635,24944,13309,114.39,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrRES in instr_res_n00100.ACD [1756-L81E 35.11]*
instr_res_n01000,"1000 rungs of RES alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_res_n01000.L5X,29635,42944,13309,44.91,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrRES in instr_res_n01000.ACD [1756-L81E 35.11]*
instr_res_n05000,"5000 rungs of RES alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_res_n05000.L5X,109635,122944,13309,12.14,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrRES in instr_res_n05000.ACD [1756-L81E 35.11]*
instr_rto_n00010,"10 rungs of RTO alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_rto_n00010.L5X,9835,23144,13309,135.32,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrRTO in instr_rto_n00010.ACD [1756-L81E 35.11]*
instr_rto_n00050,"50 rungs of RTO alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_rto_n00050.L5X,10635,23944,13309,125.14,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrRTO in instr_rto_n00050.ACD [1756-L81E 35.11]*
instr_rto_n00100,"100 rungs of RTO alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_rto_n00100.L5X,11635,24944,13309,114.39,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrRTO in instr_rto_n00100.ACD [1756-L81E 35.11]*
instr_rto_n01000,"1000 rungs of RTO alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_rto_n01000.L5X,29635,42944,13309,44.91,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrRTO in instr_rto_n01000.ACD [1756-L81E 35.11]*
instr_rto_n05000,"5000 rungs of RTO alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_rto_n05000.L5X,109635,122944,13309,12.14,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrRTO in instr_rto_n05000.ACD [1756-L81E 35.11]*
instr_size_n00010,"10 rungs of SIZE alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_size_n00010.L5X,9635,24224,14589,151.42,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrSIZE in instr_size_n00010.ACD [1756-L81E 35.11]*
instr_size_n00050,"50 rungs of SIZE alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_size_n00050.L5X,9635,29344,19709,204.56,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrSIZE in instr_size_n00050.ACD [1756-L81E 35.11]*
instr_size_n00100,"100 rungs of SIZE alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_size_n00100.L5X,9635,35744,26109,270.98,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrSIZE in instr_size_n00100.ACD [1756-L81E 35.11]*
instr_size_n01000,"1000 rungs of SIZE alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_size_n01000.L5X,9635,150944,141309,1466.62,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrSIZE in instr_size_n01000.ACD [1756-L81E 35.11]*
instr_size_n05000,"5000 rungs of SIZE alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_size_n05000.L5X,9635,662944,653309,6780.58,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrSIZE in instr_size_n05000.ACD [1756-L81E 35.11]*
instr_ssv_n00010,"10 rungs of SSV alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_ssv_n00010.L5X,10475,23784,13309,127.05,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrSSV in instr_ssv_n00010.ACD [1756-L81E 35.11]*
instr_ssv_n00050,"50 rungs of SSV alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_ssv_n00050.L5X,13835,27144,13309,96.2,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrSSV in instr_ssv_n00050.ACD [1756-L81E 35.11]*
instr_ssv_n00100,"100 rungs of SSV alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_ssv_n00100.L5X,18035,31344,13309,73.8,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrSSV in instr_ssv_n00100.ACD [1756-L81E 35.11]*
instr_ssv_n01000,"1000 rungs of SSV alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_ssv_n01000.L5X,93635,106944,13309,14.21,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrSSV in instr_ssv_n01000.ACD [1756-L81E 35.11]*
instr_ssv_n05000,"5000 rungs of SSV alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_ssv_n05000.L5X,429635,442944,13309,3.1,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrSSV in instr_ssv_n05000.ACD [1756-L81E 35.11]*
instr_stod_n00010,"10 rungs of STOD alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_stod_n00010.L5X,10435,23744,13309,127.54,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrSTOD in instr_stod_n00010.ACD [1756-L81E 35.11]*
instr_stod_n00050,"50 rungs of STOD alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_stod_n00050.L5X,13635,26944,13309,97.61,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrSTOD in instr_stod_n00050.ACD [1756-L81E 35.11]*
instr_stod_n00100,"100 rungs of STOD alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_stod_n00100.L5X,17635,30944,13309,75.47,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrSTOD in instr_stod_n00100.ACD [1756-L81E 35.11]*
instr_stod_n01000,"1000 rungs of STOD alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_stod_n01000.L5X,89635,102944,13309,14.85,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrSTOD in instr_stod_n01000.ACD [1756-L81E 35.11]*
instr_stod_n05000,"5000 rungs of STOD alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_stod_n05000.L5X,409635,422944,13309,3.25,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrSTOD in instr_stod_n05000.ACD [1756-L81E 35.11]*
instr_sub_n00010,"10 rungs of SUB alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_sub_n00010.L5X,10035,23344,13309,132.63,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrSUB in instr_sub_n00010.ACD [1756-L81E 35.11]*
instr_sub_n00050,"50 rungs of SUB alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_sub_n00050.L5X,11635,24944,13309,114.39,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrSUB in instr_sub_n00050.ACD [1756-L81E 35.11]*
instr_sub_n00100,"100 rungs of SUB alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_sub_n00100.L5X,13635,26944,13309,97.61,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrSUB in instr_sub_n00100.ACD [1756-L81E 35.11]*
instr_sub_n01000,"1000 rungs of SUB alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_sub_n01000.L5X,49635,62944,13309,26.81,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrSUB in instr_sub_n01000.ACD [1756-L81E 35.11]*
instr_sub_n05000,"5000 rungs of SUB alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_sub_n05000.L5X,209635,222944,13309,6.35,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrSUB in instr_sub_n05000.ACD [1756-L81E 35.11]*
instr_tof_n00010,"10 rungs of TOF alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_tof_n00010.L5X,9835,23144,13309,135.32,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrTOF in instr_tof_n00010.ACD [1756-L81E 35.11]*
instr_tof_n00050,"50 rungs of TOF alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_tof_n00050.L5X,10635,23944,13309,125.14,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrTOF in instr_tof_n00050.ACD [1756-L81E 35.11]*
instr_tof_n00100,"100 rungs of TOF alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_tof_n00100.L5X,11635,24944,13309,114.39,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrTOF in instr_tof_n00100.ACD [1756-L81E 35.11]*
instr_tof_n01000,"1000 rungs of TOF alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_tof_n01000.L5X,29635,42944,13309,44.91,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrTOF in instr_tof_n01000.ACD [1756-L81E 35.11]*
instr_tof_n05000,"5000 rungs of TOF alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_tof_n05000.L5X,109635,122944,13309,12.14,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrTOF in instr_tof_n05000.ACD [1756-L81E 35.11]*
instr_ton_n00010,"10 rungs of TON alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_ton_n00010.L5X,9835,23144,13309,135.32,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrTON in instr_ton_n00010.ACD [1756-L81E 35.11]*
instr_ton_n00050,"50 rungs of TON alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_ton_n00050.L5X,10635,23944,13309,125.14,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrTON in instr_ton_n00050.ACD [1756-L81E 35.11]*
instr_ton_n00100,"100 rungs of TON alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_ton_n00100.L5X,11635,24944,13309,114.39,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrTON in instr_ton_n00100.ACD [1756-L81E 35.11]*
instr_ton_n01000,"1000 rungs of TON alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_ton_n01000.L5X,29635,42944,13309,44.91,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrTON in instr_ton_n01000.ACD [1756-L81E 35.11]*
instr_ton_n05000,"5000 rungs of TON alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_ton_n05000.L5X,109635,122944,13309,12.14,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrTON in instr_ton_n05000.ACD [1756-L81E 35.11]*
instr_xic_n00010,"10 rungs of XIC alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_xic_n00010.L5X,9835,23144,13309,135.32,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrXIC in instr_xic_n00010.ACD [1756-L81E 35.11]*
instr_xic_n00050,"50 rungs of XIC alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_xic_n00050.L5X,10635,23944,13309,125.14,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrXIC in instr_xic_n00050.ACD [1756-L81E 35.11]*
instr_xic_n00100,"100 rungs of XIC alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_xic_n00100.L5X,11635,24944,13309,114.39,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrXIC in instr_xic_n00100.ACD [1756-L81E 35.11]*
instr_xic_n01000,"1000 rungs of XIC alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_xic_n01000.L5X,29635,42944,13309,44.91,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrXIC in instr_xic_n01000.ACD [1756-L81E 35.11]*
instr_xic_n05000,"5000 rungs of XIC alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_xic_n05000.L5X,109635,122944,13309,12.14,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrXIC in instr_xic_n05000.ACD [1756-L81E 35.11]*
instr_xio_n00010,"10 rungs of XIO alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_xio_n00010.L5X,9835,23144,13309,135.32,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrXIO in instr_xio_n00010.ACD [1756-L81E 35.11]*
instr_xio_n00050,"50 rungs of XIO alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_xio_n00050.L5X,10635,23944,13309,125.14,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrXIO in instr_xio_n00050.ACD [1756-L81E 35.11]*
instr_xio_n00100,"100 rungs of XIO alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_xio_n00100.L5X,11635,24944,13309,114.39,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrXIO in instr_xio_n00100.ACD [1756-L81E 35.11]*
instr_xio_n01000,"1000 rungs of XIO alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_xio_n01000.L5X,29635,42944,13309,44.91,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrXIO in instr_xio_n01000.ACD [1756-L81E 35.11]*
instr_xio_n05000,"5000 rungs of XIO alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_xio_n05000.L5X,109635,122944,13309,12.14,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrXIO in instr_xio_n05000.ACD [1756-L81E 35.11]*
instr_xpy_n00010,"10 rungs of XPY alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_xpy_n00010.L5X,10795,24104,13309,123.29,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrXPY in instr_xpy_n00010.ACD [1756-L81E 35.11]*
instr_xpy_n00050,"50 rungs of XPY alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_xpy_n00050.L5X,15435,28744,13309,86.23,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrXPY in instr_xpy_n00050.ACD [1756-L81E 35.11]*
instr_xpy_n00100,"100 rungs of XPY alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_xpy_n00100.L5X,21235,34544,13309,62.67,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrXPY in instr_xpy_n00100.ACD [1756-L81E 35.11]*
instr_xpy_n01000,"1000 rungs of XPY alone, shared fixed tag pool",logic_instr,samples/generated/logic/instr_xpy_n01000.L5X,125635,138944,13309,10.59,5069-L306ER,35.11,2026-08-22,,0,0,0,Logix Designer - InstrXPY in instr_xpy_n01000.ACD [1756-L81E 35.11]*
